,Entry,ExptA,Mno,restrt,Study.y,Expt,Ref,TDBU,FTG,Ygen,Yunits,Sys1,Des1,Slevels,Smax,Dur,Gtime,Tscale,LnTscale,Tser,FinalT.x,HigherT,richness,value,Mean.value,value.st,unit.types,unit.types2,maxTscale,logMaxTime,logY,logS,TG1,MaxTscale,Study,minval,maxval,convert.min,convert.max,values.rs,logY.rs,logYst,logSc,lnTc,logSmax,logSmaxc
556,1312,534,1344,control,174,534,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,7,7,1,7,1.9459,Y,N,N,4,0.0237,0.030033333,0.789123196,mass,biomass,13,2.564949357,-3.742280231,1.386294361,1,13,174,0.0105,0.0559,1,0,23.7,3.165475048,-0.236832828,-0.693147181,-0.182632058,1.945910149,-0.133531393
557,1312,534,1344,control,174,534,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,7,7,1,7,1.9459,Y,N,N,7,0.0559,0.030033333,1.861265261,mass,biomass,18,2.890371758,-2.884190899,1.945910149,1,18,174,0.0105,0.0559,1,0,55.9,4.02356438,0.621256504,-0.133531393,-0.182632058,1.945910149,-0.133531393
558,1312,534,1344,control,174,534,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,7,7,1,7,1.9459,Y,N,N,7,0.0559,0.030033333,1.861265261,mass,biomass,13,2.564949357,-2.884190899,1.945910149,1,13,174,0.0105,0.0559,1,0,55.9,4.02356438,0.621256504,-0.133531393,-0.182632058,1.945910149,-0.133531393
559,1313,534,1345,control,174,534,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,7,13,1,13,2.5649,Y,N,N,1,0.0311,0.081166667,0.383162218,mass,biomass,18,2.890371758,-3.47054746,0,1,18,174,0.0311,0.1442,1,0,31.1,3.437207819,-0.959296835,-2.079441542,0.436407151,1.945910149,-0.133531393
560,1313,534,1345,control,174,534,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,7,13,1,13,2.5649,Y,N,N,1,0.0311,0.081166667,0.383162218,mass,biomass,13,2.564949357,-3.47054746,0,1,13,174,0.0311,0.1442,1,0,31.1,3.437207819,-0.959296835,-2.079441542,0.436407151,1.945910149,-0.133531393
561,1313,534,1345,control,174,534,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,7,13,1,13,2.5649,Y,N,N,4,0.0682,0.081166667,0.840246407,mass,biomass,18,2.890371758,-2.685310714,1.386294361,1,18,174,0.0311,0.1442,1,0,68.2,4.222444565,-0.174060089,-0.693147181,0.436407151,1.945910149,-0.133531393
562,1313,534,1345,control,174,534,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,7,13,1,13,2.5649,Y,N,N,4,0.0682,0.081166667,0.840246407,mass,biomass,13,2.564949357,-2.685310714,1.386294361,1,13,174,0.0311,0.1442,1,0,68.2,4.222444565,-0.174060089,-0.693147181,0.436407151,1.945910149,-0.133531393
563,1313,534,1345,control,174,534,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,7,13,1,13,2.5649,Y,N,N,7,0.1442,0.081166667,1.776591376,mass,biomass,18,2.890371758,-1.936554054,1.945910149,1,18,174,0.0311,0.1442,1,0,144.2,4.971201225,0.574696571,-0.133531393,0.436407151,1.945910149,-0.133531393
564,1313,534,1345,control,174,534,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,7,13,1,13,2.5649,Y,N,N,7,0.1442,0.081166667,1.776591376,mass,biomass,13,2.564949357,-1.936554054,1.945910149,1,13,174,0.0311,0.1442,1,0,144.2,4.971201225,0.574696571,-0.133531393,0.436407151,1.945910149,-0.133531393
565,1314,534,1346,control,174,534,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,7,18,1,18,2.8904,Y,Y,N,1,0.028,0.107766667,0.2598206,mass,biomass,18,2.890371758,-3.575550769,0,1,18,174,0.028,0.1483,1,0,28,3.33220451,-1.347763886,-2.079441542,0.761829551,1.945910149,-0.133531393
566,1314,534,1346,control,174,534,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,7,18,1,18,2.8904,Y,Y,N,1,0.028,0.107766667,0.2598206,mass,biomass,13,2.564949357,-3.575550769,0,1,13,174,0.028,0.1483,1,0,28,3.33220451,-1.347763886,-2.079441542,0.761829551,1.945910149,-0.133531393
567,1314,534,1346,control,174,534,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,7,18,1,18,2.8904,Y,Y,N,4,0.147,0.107766667,1.36405815,mass,biomass,18,2.890371758,-1.917322692,1.386294361,1,18,174,0.028,0.1483,1,0,147,4.990432587,0.310464191,-0.693147181,0.761829551,1.945910149,-0.133531393
568,1314,534,1346,control,174,534,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,7,18,1,18,2.8904,Y,Y,N,4,0.147,0.107766667,1.36405815,mass,biomass,13,2.564949357,-1.917322692,1.386294361,1,13,174,0.028,0.1483,1,0,147,4.990432587,0.310464191,-0.693147181,0.761829551,1.945910149,-0.133531393
569,1314,534,1346,control,174,534,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,7,18,1,18,2.8904,Y,Y,N,7,0.1483,0.107766667,1.37612125,mass,biomass,18,2.890371758,-1.90851803,1.945910149,1,18,174,0.028,0.1483,1,0,148.3,4.999237249,0.319268853,-0.133531393,0.761829551,1.945910149,-0.133531393
570,1314,534,1346,control,174,534,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,7,18,1,18,2.8904,Y,Y,N,7,0.1483,0.107766667,1.37612125,mass,biomass,13,2.564949357,-1.90851803,1.945910149,1,13,174,0.028,0.1483,1,0,148.3,4.999237249,0.319268853,-0.133531393,0.761829551,1.945910149,-0.133531393
571,1315,535,1347,control,174,535,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,4,7,1,7,1.9459,Y,N,N,1,0.018,0.031433333,0.572640509,mass,biomass,10,2.302585093,-4.017383521,0,1,10,174,0.018,0.0398,1,0,18,2.890371758,-0.557497143,-2.079441542,-0.182632058,1.386294361,-0.693147181
572,1315,535,1347,control,174,535,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,4,7,1,7,1.9459,Y,N,N,1,0.018,0.031433333,0.572640509,mass,biomass,14,2.63905733,-4.017383521,0,1,14,174,0.018,0.0398,1,0,18,2.890371758,-0.557497143,-2.079441542,-0.182632058,1.386294361,-0.693147181
573,1315,535,1347,control,174,535,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,4,7,1,7,1.9459,Y,N,N,2,0.0365,0.031433333,1.161187699,mass,biomass,10,2.302585093,-3.310443018,0.693147181,1,10,174,0.018,0.0398,1,0,36.5,3.597312261,0.14944336,-1.386294361,-0.182632058,1.386294361,-0.693147181
574,1315,535,1347,control,174,535,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,4,7,1,7,1.9459,Y,N,N,2,0.0365,0.031433333,1.161187699,mass,biomass,14,2.63905733,-3.310443018,0.693147181,1,14,174,0.018,0.0398,1,0,36.5,3.597312261,0.14944336,-1.386294361,-0.182632058,1.386294361,-0.693147181
575,1315,535,1347,control,174,535,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,4,7,1,7,1.9459,Y,N,N,4,0.0398,0.031433333,1.266171792,mass,biomass,10,2.302585093,-3.223888367,1.386294361,1,10,174,0.018,0.0398,1,0,39.8,3.683866912,0.235998011,-0.693147181,-0.182632058,1.386294361,-0.693147181
576,1315,535,1347,control,174,535,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,4,7,1,7,1.9459,Y,N,N,4,0.0398,0.031433333,1.266171792,mass,biomass,14,2.63905733,-3.223888367,1.386294361,1,14,174,0.018,0.0398,1,0,39.8,3.683866912,0.235998011,-0.693147181,-0.182632058,1.386294361,-0.693147181
577,1316,535,1348,control,174,535,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,4,10,1,10,2.3026,Y,N,N,1,0.0222,0.0422,0.526066351,mass,biomass,10,2.302585093,-3.80766299,0,1,10,174,0.0222,0.0596,1,0,22.2,3.100092289,-0.642327932,-2.079441542,0.174042886,1.386294361,-0.693147181
578,1316,535,1348,control,174,535,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,4,10,1,10,2.3026,Y,N,N,1,0.0222,0.0422,0.526066351,mass,biomass,14,2.63905733,-3.80766299,0,1,14,174,0.0222,0.0596,1,0,22.2,3.100092289,-0.642327932,-2.079441542,0.174042886,1.386294361,-0.693147181
579,1316,535,1348,control,174,535,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,4,10,1,10,2.3026,Y,N,N,2,0.0448,0.0422,1.061611374,mass,biomass,10,2.302585093,-3.10554714,0.693147181,1,10,174,0.0222,0.0596,1,0,44.8,3.802208139,0.059787918,-1.386294361,0.174042886,1.386294361,-0.693147181
580,1316,535,1348,control,174,535,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,4,10,1,10,2.3026,Y,N,N,2,0.0448,0.0422,1.061611374,mass,biomass,14,2.63905733,-3.10554714,0.693147181,1,14,174,0.0222,0.0596,1,0,44.8,3.802208139,0.059787918,-1.386294361,0.174042886,1.386294361,-0.693147181
581,1316,535,1348,control,174,535,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,4,10,1,10,2.3026,Y,N,N,4,0.0596,0.0422,1.412322275,mass,biomass,10,2.302585093,-2.820099705,1.386294361,1,10,174,0.0222,0.0596,1,0,59.6,4.087655574,0.345235353,-0.693147181,0.174042886,1.386294361,-0.693147181
582,1316,535,1348,control,174,535,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,4,10,1,10,2.3026,Y,N,N,4,0.0596,0.0422,1.412322275,mass,biomass,14,2.63905733,-2.820099705,1.386294361,1,14,174,0.0222,0.0596,1,0,59.6,4.087655574,0.345235353,-0.693147181,0.174042886,1.386294361,-0.693147181
583,1317,535,1349,control,174,535,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,4,14,1,14,2.6391,Y,Y,N,1,0.0158,0.029633333,0.533183352,mass,biomass,10,2.302585093,-4.147745339,0,1,10,174,0.0158,0.0524,1,0,15.8,2.76000994,-0.628889914,-2.079441542,0.510515123,1.386294361,-0.693147181
584,1317,535,1349,control,174,535,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,4,14,1,14,2.6391,Y,Y,N,1,0.0158,0.029633333,0.533183352,mass,biomass,14,2.63905733,-4.147745339,0,1,14,174,0.0158,0.0524,1,0,15.8,2.76000994,-0.628889914,-2.079441542,0.510515123,1.386294361,-0.693147181
585,1317,535,1349,control,174,535,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,4,14,1,14,2.6391,Y,Y,N,2,0.0207,0.029633333,0.698537683,mass,biomass,10,2.302585093,-3.877621579,0.693147181,1,10,174,0.0158,0.0524,1,0,20.7,3.0301337,-0.358766154,-1.386294361,0.510515123,1.386294361,-0.693147181
586,1317,535,1349,control,174,535,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,4,14,1,14,2.6391,Y,Y,N,2,0.0207,0.029633333,0.698537683,mass,biomass,14,2.63905733,-3.877621579,0.693147181,1,14,174,0.0158,0.0524,1,0,20.7,3.0301337,-0.358766154,-1.386294361,0.510515123,1.386294361,-0.693147181
587,1317,535,1349,control,174,535,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,4,14,1,14,2.6391,Y,Y,N,4,0.0524,0.029633333,1.768278965,mass,biomass,10,2.302585093,-2.948848688,1.386294361,1,10,174,0.0158,0.0524,1,0,52.4,3.958906591,0.570006737,-0.693147181,0.510515123,1.386294361,-0.693147181
588,1317,535,1349,control,174,535,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,4,14,1,14,2.6391,Y,Y,N,4,0.0524,0.029633333,1.768278965,mass,biomass,14,2.63905733,-2.948848688,1.386294361,1,14,174,0.0158,0.0524,1,0,52.4,3.958906591,0.570006737,-0.693147181,0.510515123,1.386294361,-0.693147181
589,1318,536,1350,control,174,536,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,4,7,1,7,1.9459,Y,N,N,1,0.018,0.031433333,0.572640509,mass,biomass,10,2.302585093,-4.017383521,0,1,10,174,0.018,0.0398,1,0,18,2.890371758,-0.557497143,-2.079441542,-0.182632058,1.386294361,-0.693147181
590,1318,536,1350,control,174,536,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,4,7,1,7,1.9459,Y,N,N,1,0.018,0.031433333,0.572640509,mass,biomass,14,2.63905733,-4.017383521,0,1,14,174,0.018,0.0398,1,0,18,2.890371758,-0.557497143,-2.079441542,-0.182632058,1.386294361,-0.693147181
591,1318,536,1350,control,174,536,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,4,7,1,7,1.9459,Y,N,N,2,0.0365,0.031433333,1.161187699,mass,biomass,10,2.302585093,-3.310443018,0.693147181,1,10,174,0.018,0.0398,1,0,36.5,3.597312261,0.14944336,-1.386294361,-0.182632058,1.386294361,-0.693147181
592,1318,536,1350,control,174,536,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,4,7,1,7,1.9459,Y,N,N,2,0.0365,0.031433333,1.161187699,mass,biomass,14,2.63905733,-3.310443018,0.693147181,1,14,174,0.018,0.0398,1,0,36.5,3.597312261,0.14944336,-1.386294361,-0.182632058,1.386294361,-0.693147181
593,1318,536,1350,control,174,536,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,4,7,1,7,1.9459,Y,N,N,4,0.0398,0.031433333,1.266171792,mass,biomass,10,2.302585093,-3.223888367,1.386294361,1,10,174,0.018,0.0398,1,0,39.8,3.683866912,0.235998011,-0.693147181,-0.182632058,1.386294361,-0.693147181
594,1318,536,1350,control,174,536,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,4,7,1,7,1.9459,Y,N,N,4,0.0398,0.031433333,1.266171792,mass,biomass,14,2.63905733,-3.223888367,1.386294361,1,14,174,0.018,0.0398,1,0,39.8,3.683866912,0.235998011,-0.693147181,-0.182632058,1.386294361,-0.693147181
595,1319,536,1351,control,174,536,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,4,10,1,10,2.3026,Y,N,N,1,0.0235,0.033533333,0.700795229,mass,biomass,10,2.302585093,-3.750754858,0,1,10,174,0.0235,0.0428,1,0,23.5,3.157000421,-0.355539548,-2.079441542,0.174042886,1.386294361,-0.693147181
596,1319,536,1351,control,174,536,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,4,10,1,10,2.3026,Y,N,N,1,0.0235,0.033533333,0.700795229,mass,biomass,14,2.63905733,-3.750754858,0,1,14,174,0.0235,0.0428,1,0,23.5,3.157000421,-0.355539548,-2.079441542,0.174042886,1.386294361,-0.693147181
597,1319,536,1351,control,174,536,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,4,10,1,10,2.3026,Y,N,N,2,0.0343,0.033533333,1.022862823,mass,biomass,10,2.302585093,-3.372609925,0.693147181,1,10,174,0.0235,0.0428,1,0,34.3,3.535145354,0.022605385,-1.386294361,0.174042886,1.386294361,-0.693147181
598,1319,536,1351,control,174,536,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,4,10,1,10,2.3026,Y,N,N,2,0.0343,0.033533333,1.022862823,mass,biomass,14,2.63905733,-3.372609925,0.693147181,1,14,174,0.0235,0.0428,1,0,34.3,3.535145354,0.022605385,-1.386294361,0.174042886,1.386294361,-0.693147181
599,1319,536,1351,control,174,536,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,4,10,1,10,2.3026,Y,N,N,4,0.0428,0.033533333,1.276341948,mass,biomass,10,2.302585093,-3.151217176,1.386294361,1,10,174,0.0235,0.0428,1,0,42.8,3.756538103,0.243998134,-0.693147181,0.174042886,1.386294361,-0.693147181
600,1319,536,1351,control,174,536,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,4,10,1,10,2.3026,Y,N,N,4,0.0428,0.033533333,1.276341948,mass,biomass,14,2.63905733,-3.151217176,1.386294361,1,14,174,0.0235,0.0428,1,0,42.8,3.756538103,0.243998134,-0.693147181,0.174042886,1.386294361,-0.693147181
601,1320,536,1352,control,174,536,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,4,14,1,14,2.6391,Y,Y,N,1,0.0115,0.024666667,0.466216216,mass,biomass,10,2.302585093,-4.465408244,0,1,10,174,0.0115,0.034,1,0,11.5,2.442347035,-0.763105769,-2.079441542,0.510515123,1.386294361,-0.693147181
602,1320,536,1352,control,174,536,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,4,14,1,14,2.6391,Y,Y,N,1,0.0115,0.024666667,0.466216216,mass,biomass,14,2.63905733,-4.465408244,0,1,14,174,0.0115,0.034,1,0,11.5,2.442347035,-0.763105769,-2.079441542,0.510515123,1.386294361,-0.693147181
603,1320,536,1352,control,174,536,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,4,14,1,14,2.6391,Y,Y,N,2,0.0285,0.024666667,1.155405405,mass,biomass,10,2.302585093,-3.557851192,0.693147181,1,10,174,0.0115,0.034,1,0,28.5,3.349904087,0.144451283,-1.386294361,0.510515123,1.386294361,-0.693147181
604,1320,536,1352,control,174,536,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,4,14,1,14,2.6391,Y,Y,N,2,0.0285,0.024666667,1.155405405,mass,biomass,14,2.63905733,-3.557851192,0.693147181,1,14,174,0.0115,0.034,1,0,28.5,3.349904087,0.144451283,-1.386294361,0.510515123,1.386294361,-0.693147181
605,1320,536,1352,control,174,536,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,4,14,1,14,2.6391,Y,Y,N,4,0.034,0.024666667,1.378378378,mass,biomass,10,2.302585093,-3.381394754,1.386294361,1,10,174,0.0115,0.034,1,0,34,3.526360525,0.32090772,-0.693147181,0.510515123,1.386294361,-0.693147181
606,1320,536,1352,control,174,536,"Moorthi et al, Estuaries Coasts 2008",TD,1,SST,g m-2,A,1,3,4,14,1,14,2.6391,Y,Y,N,4,0.034,0.024666667,1.378378378,mass,biomass,14,2.63905733,-3.381394754,1.386294361,1,14,174,0.0115,0.034,1,0,34,3.526360525,0.32090772,-0.693147181,0.510515123,1.386294361,-0.693147181
607,1324,540,1353,control,176,540,"Sorensen et al, Soil Biol Biochem 2008",TD,1,SST,g m-2,T,1,3,4,154,973,0.1583,-1.8434,N,Y,N,1,108.1623,123.1422333,0.878352593,mass,biomass,0.1583,-1.843263312,4.683632877,0,1,0.1583,176,108.1623,133.8759,0,0,108.1623,4.683632877,-0.129707179,-2.079441542,-3.971805519,1.386294361,-0.693147181
608,1324,540,1353,control,176,540,"Sorensen et al, Soil Biol Biochem 2008",TD,1,SST,g m-2,T,1,3,4,154,973,0.1583,-1.8434,N,Y,N,2,133.8759,123.1422333,1.087164788,mass,biomass,0.1583,-1.843263312,4.896913251,0.693147181,1,0.1583,176,108.1623,133.8759,0,0,133.8759,4.896913251,0.083573196,-1.386294361,-3.971805519,1.386294361,-0.693147181
609,1324,540,1353,control,176,540,"Sorensen et al, Soil Biol Biochem 2008",TD,1,SST,g m-2,T,1,3,4,154,973,0.1583,-1.8434,N,Y,N,4,127.3885,123.1422333,1.034482619,mass,biomass,0.1583,-1.843263312,4.847241472,1.386294361,1,0.1583,176,108.1623,133.8759,0,0,127.3885,4.847241472,0.033901416,-0.693147181,-3.971805519,1.386294361,-0.693147181
610,1325,541,1354,control,176,541,"Sorensen et al, Soil Biol Biochem 2008",TD,1,SST,g m-2,T,1,3,4,154,973,0.1583,-1.8434,N,Y,N,1,117.6575,130.4356333,0.90203495,mass,biomass,0.1583,-1.843263312,4.767777862,0,1,0.1583,176,117.6575,141.8377,0,0,117.6575,4.767777862,-0.103102012,-2.079441542,-3.971805519,1.386294361,-0.693147181
611,1325,541,1354,control,176,541,"Sorensen et al, Soil Biol Biochem 2008",TD,1,SST,g m-2,T,1,3,4,154,973,0.1583,-1.8434,N,Y,N,2,141.8377,130.4356333,1.087415274,mass,biomass,0.1583,-1.843263312,4.954683446,0.693147181,1,0.1583,176,117.6575,141.8377,0,0,141.8377,4.954683446,0.083803572,-1.386294361,-3.971805519,1.386294361,-0.693147181
612,1325,541,1354,control,176,541,"Sorensen et al, Soil Biol Biochem 2008",TD,1,SST,g m-2,T,1,3,4,154,973,0.1583,-1.8434,N,Y,N,4,131.8117,130.4356333,1.010549776,mass,biomass,0.1583,-1.843263312,4.881374389,1.386294361,1,0.1583,176,117.6575,141.8377,0,0,131.8117,4.881374389,0.010494515,-0.693147181,-3.971805519,1.386294361,-0.693147181
713,134,52,797,control,28,52,Fox 2004,TD,1,SST,g L-1,A,1,2,7,7,3.4286,2.0417,0.7138,Y,N,N,7,0.065,0.0664,0.978915663,mass,biomass,17.5,2.862200881,-2.733368009,1.945910149,1,17.5,28,0.065,0.0678,1,0,65,4.17438727,-0.021309787,-0.133531393,-1.414759413,1.945910149,-0.133531393
714,134,52,797,control,28,52,Fox 2004,TD,1,SST,g L-1,A,1,2,7,7,3.4286,2.0417,0.7138,Y,N,N,7,0.065,0.0664,0.978915663,mass,biomass,8.75,2.1690537,-2.733368009,1.945910149,1,8.75,28,0.065,0.0678,1,0,65,4.17438727,-0.021309787,-0.133531393,-1.414759413,1.945910149,-0.133531393
715,134,52,797,control,28,52,Fox 2004,TD,1,SST,g L-1,A,1,2,7,7,3.4286,2.0417,0.7138,Y,N,N,1,0.0678,0.0664,1.021084337,mass,biomass,17.5,2.862200881,-2.691193084,0,1,17.5,28,0.065,0.0678,1,0,67.8,4.216562195,0.020865138,-2.079441542,-1.414759413,1.945910149,-0.133531393
716,134,52,797,control,28,52,Fox 2004,TD,1,SST,g L-1,A,1,2,7,7,3.4286,2.0417,0.7138,Y,N,N,1,0.0678,0.0664,1.021084337,mass,biomass,8.75,2.1690537,-2.691193084,0,1,8.75,28,0.065,0.0678,1,0,67.8,4.216562195,0.020865138,-2.079441542,-1.414759413,1.945910149,-0.133531393
717,1340,583,1369,incr,178,544,"von Felton & Schmid, J Plant Ecol 2008",TD,1,SST,g m-2,T,1,2,4,84,851,0.0987,-2.3156,N,Y,N,1,1539.1667,1531.25,1.00517009,mass,biomass,0.0987,-2.315670333,7.338996445,0,1,0.0987,178,1523.3333,1539.1667,0,0,1539.1667,7.338996445,0.005156771,-2.079441542,-4.444212539,1.386294361,-0.693147181
718,1340,583,1369,incr,178,544,"von Felton & Schmid, J Plant Ecol 2008",TD,1,SST,g m-2,T,1,2,4,84,851,0.0987,-2.3156,N,Y,N,4,1523.3333,1531.25,0.99482991,mass,biomass,0.0987,-2.315670333,7.328656173,1.386294361,1,0.0987,178,1523.3333,1539.1667,0,0,1523.3333,7.328656173,-0.005183501,-0.693147181,-4.444212539,1.386294361,-0.693147181
719,1341,544,1370,incr,178,544,"von Felton & Schmid, J Plant Ecol 2008",TD,1,SST,g m-2,T,1,2,4,84,851,0.0987,-2.3156,N,Y,N,1,735,929.16665,0.791031404,mass,biomass,0.0987,-2.315670333,6.599870499,0,1,0.0987,178,735,1123.3333,0,0,735,6.599870499,-0.23441761,-2.079441542,-4.444212539,1.386294361,-0.693147181
720,1341,544,1370,incr,178,544,"von Felton & Schmid, J Plant Ecol 2008",TD,1,SST,g m-2,T,1,2,4,84,851,0.0987,-2.3156,N,Y,N,4,1123.3333,929.16665,1.208968596,mass,biomass,0.0987,-2.315670333,7.024055705,1.386294361,1,0.0987,178,735,1123.3333,0,0,1123.3333,7.024055705,0.189767596,-0.693147181,-4.444212539,1.386294361,-0.693147181
721,1342,584,1371,incr,178,545,"von Felton & Schmid, J Plant Ecol 2008",TD,1,SST,g m-2,T,1,2,4,84,851,0.0987,-2.3156,N,Y,N,1,1922.5,1961.25,0.980242192,mass,biomass,0.0987,-2.315670333,7.561381701,0,1,0.0987,178,1922.5,2000,0,0,1922.5,7.561381701,-0.019955603,-2.079441542,-4.444212539,1.386294361,-0.693147181
722,1342,584,1371,incr,178,545,"von Felton & Schmid, J Plant Ecol 2008",TD,1,SST,g m-2,T,1,2,4,84,851,0.0987,-2.3156,N,Y,N,4,2000,1961.25,1.019757808,mass,biomass,0.0987,-2.315670333,7.60090246,1.386294361,1,0.0987,178,1922.5,2000,0,0,2000,7.60090246,0.019565155,-0.693147181,-4.444212539,1.386294361,-0.693147181
723,1343,545,1372,incr,178,545,"von Felton & Schmid, J Plant Ecol 2008",TD,1,SST,g m-2,T,1,2,4,84,851,0.0987,-2.3156,N,Y,N,1,1070.8333,1315.41665,0.81406397,mass,biomass,0.0987,-2.315670333,6.976192409,0,1,0.0987,178,1070.8333,1560,0,0,1070.8333,6.976192409,-0.205716329,-2.079441542,-4.444212539,1.386294361,-0.693147181
724,1343,545,1372,incr,178,545,"von Felton & Schmid, J Plant Ecol 2008",TD,1,SST,g m-2,T,1,2,4,84,851,0.0987,-2.3156,N,Y,N,4,1560,1315.41665,1.18593603,mass,biomass,0.0987,-2.315670333,7.3524411,1.386294361,1,0.0987,178,1070.8333,1560,0,0,1560,7.3524411,0.170532362,-0.693147181,-4.444212539,1.386294361,-0.693147181
725,1344,585,1373,control,178,546,"von Felton & Schmid, J Plant Ecol 2008",TD,1,SST,g m-2,T,1,2,4,84,851,0.0987,-2.3156,N,Y,N,1,780.8333,807.0833,0.967475476,mass,biomass,0.0987,-2.315670333,6.660361683,0,1,0.0987,178,780.8333,833.3333,0,0,780.8333,6.660361683,-0.033065202,-2.079441542,-4.444212539,1.386294361,-0.693147181
726,1344,585,1373,control,178,546,"von Felton & Schmid, J Plant Ecol 2008",TD,1,SST,g m-2,T,1,2,4,84,851,0.0987,-2.3156,N,Y,N,4,833.3333,807.0833,1.032524524,mass,biomass,0.0987,-2.315670333,6.725433682,1.386294361,1,0.0987,178,780.8333,833.3333,0,0,833.3333,6.725433682,0.032006797,-0.693147181,-4.444212539,1.386294361,-0.693147181
727,1345,546,1374,control,178,546,"von Felton & Schmid, J Plant Ecol 2008",TD,1,SST,g m-2,T,1,2,4,84,851,0.0987,-2.3156,N,Y,N,1,720,811.66665,0.887063673,mass,biomass,0.0987,-2.315670333,6.579251212,0,1,0.0987,178,720,903.3333,0,0,720,6.579251212,-0.119838514,-2.079441542,-4.444212539,1.386294361,-0.693147181
728,1345,546,1374,control,178,546,"von Felton & Schmid, J Plant Ecol 2008",TD,1,SST,g m-2,T,1,2,4,84,851,0.0987,-2.3156,N,Y,N,4,903.3333,811.66665,1.112936327,mass,biomass,0.0987,-2.315670333,6.806091588,1.386294361,1,0.0987,178,720,903.3333,0,0,903.3333,6.806091588,0.107001862,-0.693147181,-4.444212539,1.386294361,-0.693147181
